0,https://arcdigital.media/trumps-trade-war-is-killing-small-farmers-1e003803049a?source=topic_page---------0------------------1
1,https://arcdigital.media/trumps-trade-war-is-killing-small-farmers-1e003803049a?source=topic_page---------0------------------1
2,https://arcdigital.media/trumps-trade-war-is-killing-small-farmers-1e003803049a?source=topic_page---------0------------------1
3,/@maxburnswrites?source=topic_page---------0------------------1
4,https://arcdigital.media/?source=topic_page---------0------------------1
5,https://arcdigital.media/trumps-trade-war-is-killing-small-farmers-1e003803049a?source=topic_page---------0------------------1
6,/@fnfwriter?source=topic_page---------1------------------1
7,/politically-speaking?source=topic_page---------1------------------1
8,/@michaelbarnard_46445?source=topic_page---------2------------------1
9,/the-future-is-electric?source=topic_page---------2------------------1
10,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------0------------------2
11,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------0------------------2
12,/swlh/politics-isnt-my-passion-aa429b0ced1a?source=topic_page---------1------------------2
13,/swlh/politics-isnt-my-passion-aa429b0ced1a?source=topic_page---------1------------------2
14,/@lizardgrey/my-no-lies-diet-book-or-262de3780cf2?source=topic_page---------2------------------2
15,/@lizardgrey/my-no-lies-diet-book-or-262de3780cf2?source=topic_page---------2------------------2
16,/the-slowdown/how-likely-is-a-real-life-terminator-6ff377d375e8?source=topic_page---------4------------------1
17,/the-slowdown/how-likely-is-a-real-life-terminator-6ff377d375e8?source=topic_page---------4------------------1
18,/the-slowdown/how-likely-is-a-real-life-terminator-6ff377d375e8?source=topic_page---------4------------------1
19,"/@amiehaven?source=topic_page---------4------------------1"">Amie Haven</a><a href=""/the-slowdown?source=topic_page---------4------------------1"
20,/the-slowdown/how-likely-is-a-real-life-terminator-6ff377d375e8?source=topic_page---------4------------------1
21,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------5------------------1
22,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------5------------------1
23,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------5------------------1
24,/@lizardgrey?source=topic_page---------5------------------1
25,/@lizardgrey/lets-pass-on-the-pizzazz-nbc-and-listen-to-the-adults-in-the-room-e5e590e75c8e?source=topic_page---------5------------------1
26,/hindsight-is-2020/impeachment-made-simple-day-one-4a35968b98b1?source=topic_page---------6------------------1
27,/hindsight-is-2020/impeachment-made-simple-day-one-4a35968b98b1?source=topic_page---------6------------------1
28,/hindsight-is-2020/impeachment-made-simple-day-one-4a35968b98b1?source=topic_page---------6------------------1
29,/@JulieMcClungPeck?source=topic_page---------6------------------1
30,/hindsight-is-2020?source=topic_page---------6------------------1
31,/hindsight-is-2020/impeachment-made-simple-day-one-4a35968b98b1?source=topic_page---------6------------------1
32,/@michaelaustin_47141?source=topic_page---------7------------------1
33,https://gen.medium.com/trumps-trying-to-get-away-with-something-even-nixon-couldn-t-135ecf924417?source=topic_page---------8------------------1
34,https://gen.medium.com/trumps-trying-to-get-away-with-something-even-nixon-couldn-t-135ecf924417?source=topic_page---------8------------------1
35,https://gen.medium.com/trumps-trying-to-get-away-with-something-even-nixon-couldn-t-135ecf924417?source=topic_page---------8------------------1
36,/@republicofspin?source=topic_page---------8------------------1
37,https://gen.medium.com/?source=topic_page---------8------------------1
38,https://gen.medium.com/trumps-trying-to-get-away-with-something-even-nixon-couldn-t-135ecf924417?source=topic_page---------8------------------1
39,/@CTStaff?source=topic_page---------9------------------1
40,/citizen-truth?source=topic_page---------9------------------1
41,/@abigalweather?source=topic_page---------10------------------1
42,/the-polis/why-we-dont-need-the-whistleblower-to-testify-9c8cd1b81843?source=topic_page---------11------------------1
43,/the-polis/why-we-dont-need-the-whistleblower-to-testify-9c8cd1b81843?source=topic_page---------11------------------1
44,/the-polis/why-we-dont-need-the-whistleblower-to-testify-9c8cd1b81843?source=topic_page---------11------------------1
45,/@markweiss_10223?source=topic_page---------11------------------1
46,/the-polis?source=topic_page---------11------------------1
47,/the-polis/why-we-dont-need-the-whistleblower-to-testify-9c8cd1b81843?source=topic_page---------11------------------1
48,/citizen-truth/trump-ordered-to-pay-2-million-for-charity-fraud-d6f2d50e1fb0?source=topic_page---------12------------------1
49,/citizen-truth/trump-ordered-to-pay-2-million-for-charity-fraud-d6f2d50e1fb0?source=topic_page---------12------------------1
50,/citizen-truth/trump-ordered-to-pay-2-million-for-charity-fraud-d6f2d50e1fb0?source=topic_page---------12------------------1
51,/@CTStaff?source=topic_page---------12------------------1
52,/citizen-truth?source=topic_page---------12------------------1
53,/citizen-truth/trump-ordered-to-pay-2-million-for-charity-fraud-d6f2d50e1fb0?source=topic_page---------12------------------1
54,/citizen-truth/philanthropist-bill-gates-nervous-about-wealth-tax-80ac233fd583?source=topic_page---------13------------------1
55,/citizen-truth/philanthropist-bill-gates-nervous-about-wealth-tax-80ac233fd583?source=topic_page---------13------------------1
56,/@CTStaff?source=topic_page---------13------------------1
57,/citizen-truth?source=topic_page---------13------------------1
58,/citizen-truth/philanthropist-bill-gates-nervous-about-wealth-tax-80ac233fd583?source=topic_page---------13------------------1
59,/@katyferry/outrage-is-courage-in-the-controversial-gun-reform-conversation-64a3cbf76e18?source=topic_page---------14------------------1
60,/@katyferry/outrage-is-courage-in-the-controversial-gun-reform-conversation-64a3cbf76e18?source=topic_page---------14------------------1
61,/@katyferry/outrage-is-courage-in-the-controversial-gun-reform-conversation-64a3cbf76e18?source=topic_page---------14------------------1
62,/@katyferry?source=topic_page---------14------------------1
63,/@katyferry/outrage-is-courage-in-the-controversial-gun-reform-conversation-64a3cbf76e18?source=topic_page---------14------------------1
64,/castro2020/disability-1aca4a622a57?source=topic_page---------15------------------1
65,/castro2020/disability-1aca4a622a57?source=topic_page---------15------------------1
66,/castro2020/disability-1aca4a622a57?source=topic_page---------15------------------1
67,/@JulianCastro2020?source=topic_page---------15------------------1
68,/castro2020?source=topic_page---------15------------------1
69,/castro2020/disability-1aca4a622a57?source=topic_page---------15------------------1
70,/be-unique/joe-biden-is-the-most-electable-democratic-nominee-give-me-a-break-303401e06128?source=topic_page---------16------------------1
71,/be-unique/joe-biden-is-the-most-electable-democratic-nominee-give-me-a-break-303401e06128?source=topic_page---------16------------------1
72,/be-unique/joe-biden-is-the-most-electable-democratic-nominee-give-me-a-break-303401e06128?source=topic_page---------16------------------1
73,/@benmallinson?source=topic_page---------16------------------1
74,/be-unique?source=topic_page---------16------------------1
